mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice,lat,lon,addressDetails
R2888552,1020000.0,2.0,2.0,"728 Farrow St, Coquitlam, BC, Canada",1733.0,2.0,2859.0,634.0,1991.0,Condo,02/07/2024,2024-05-28,1099999.0,49.261855,-122.8914078,"Victoria Towers 2, 728, Farrow Street, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 3X0, Canada"
R2882611,650000.0,2.0,2.0,"3132 Dayanee Springs Blvd, Coquitlam, BC, Canada",863.0,2.0,2140.0,786.0,2009.0,Condo,01/07/2024,2024-05-13,679000.0,49.2937073,-122.7839058,"Dayanee Springs Boulevard, Dayanee Springs, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 2R8, Canada"
R2881009,938000.0,2.0,2.0,"567 Clarke Rd, Coquitlam, BC, Canada",926.0,1.0,2151.0,1012.0,2021.0,Condo,27/06/2024,2024-05-07,938000.0,49.262288,-122.889545,"RBC, 567, Clarke Road, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 0L1, Canada"
R2896821,637000.0,2.0,1.0,"1561 Booth Ave, Coquitlam, BC, Canada",929.0,1.0,2138.0,699.0,1997.0,Townhouse,26/06/2024,2024-06-18,649900.0,49.2389653,-122.849631,"Booth Avenue, Austin Heights, Coquitlam, Metro Vancouver Regional District, British Columbia, V3K 1G5, Canada"
R2881317,480000.0,1.0,1.0,"1190 Pacific St, Coquitlam, BC, Canada",689.0,1.0,1160.0,724.0,1988.0,Condo,26/06/2024,2024-05-08,499000.0,49.283893750000004,-122.7989087515525,"Pacific Glen, 1190, Pacific Street, Hoy Creek Housing Coop, Harbour Village, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 6K3, Canada"
R2887397,772500.0,3.0,1.0,"2905 Norman Ave, Coquitlam, BC, Canada",1470.0,1.0,2193.0,544.0,1978.0,Townhouse,26/06/2024,2024-05-26,799900.0,49.271116,-122.800365,"2905, Norman Avenue, Parkwood, Ranch Park, Coquitlam, Metro Vancouver Regional District, British Columbia, V3C 3M3, Canada"
R2898285,615000.0,1.0,1.0,"1150 Kensal Pl, Coquitlam, BC, Canada",698.0,2.0,1700.0,881.0,2012.0,Condo,26/06/2024,2024-06-23,614995.0,49.2806077,-122.7847385,"1150, Kensal Place, Windsor Gate, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 4R9, Canada"
R2896531,716000.0,2.0,2.0,"555 Delestre Ave, Coquitlam, BC, Canada",1010.0,2.0,2597.0,712.0,2008.0,Condo,25/06/2024,2024-06-17,719800.0,49.24225955,-122.88966675,"Cora Towers 1, 555, Delestre Avenue, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3K 0A9, Canada"
R2895546,455000.0,1.0,1.0,"214 601 North Rd, Coquitlam, BC, Canada",630.0,1.0,1422.0,730.0,1977.0,Condo,25/06/2024,2024-06-16,460000.0,49.2696766,-122.8933764,"North Road, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 3Z8, Canada"
R2882951,730000.0,3.0,1.0,"1240 Falcon Dr, Coquitlam, BC, Canada",1357.0,1.0,2326.0,545.0,1982.0,Townhouse,24/06/2024,2024-05-14,739900.0,49.2864148,-122.8202324,"Falcon Ridge, 1240, Falcon Drive, Cassin, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 1X9, Canada"
R2891423,1610000.0,6.0,3.0,"2338 Cape Horn Ave, Coquitlam, BC, Canada",3293.0,4.0,3929.0,501.0,1993.0,SingleFamily,24/06/2024,2024-06-05,1650000.0,49.2385791,-122.8226684,"Cape Horn Avenue, Dartmoor, Coquitlam, Metro Vancouver Regional District, British Columbia, V3K 6T1, Canada"
R2889813,610000.0,2.0,2.0,"1132 Dufferin St, Coquitlam, BC, Canada",1085.0,1.0,1674.0,589.0,1992.0,Condo,24/06/2024,2024-06-02,640000.0,49.278995949999995,-122.80505922451522,"1132, Dufferin Street, Hoy Creek Housing Coop, Harbour Village, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 7M8, Canada"
R2896049,1060000.0,3.0,2.0,"2351 Parkway Blvd, Coquitlam, BC, Canada",2051.0,2.0,3003.0,487.0,2003.0,Townhouse,23/06/2024,2024-06-17,999900.0,49.308501,-122.8019933,"Parkway Boulevard, Westwood Plateau, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 2T1, Canada"
R2897064,440000.0,1.0,1.0,"1195 Pipeline Rd, Coquitlam, BC, Canada",624.0,1.0,1103.0,639.0,1983.0,Condo,23/06/2024,2024-06-18,399000.0,49.283824949999996,-122.78504439745849,"1195, Pipeline Road, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 6J5, Canada"
R2894969,1388000.0,3.0,3.0,"- 3105 Dayanee Springs Blvd, Coquitlam, BC, Canada",1918.0,4.0,3584.0,729.0,2009.0,Townhouse,23/06/2024,2024-06-17,1399800.0,49.2937073,-122.7839058,"Dayanee Springs Boulevard, Dayanee Springs, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 2R8, Canada"
R2895595,800000.0,2.0,2.0,"618 Langside Ave, Coquitlam, BC, Canada",1025.0,1.0,2415.0,779.0,2013.0,Townhouse,23/06/2024,2024-06-16,799000.0,49.2612357,-122.8849307,"Langside Avenue, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 0B2, Canada"
R2880543,1389000.0,4.0,3.0,"1220 Rocklin St, Coquitlam, BC, Canada",2313.0,2.0,4057.0,604.0,2020.0,Townhouse,22/06/2024,2024-05-07,1399000.0,49.2869649,-122.7380982,"Rocklin Street, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 0J1, Canada"
R2895589,1145000.0,3.0,2.0,"1140 Falcon Dr, Coquitlam, BC, Canada",2057.0,4.0,3029.0,559.0,1986.0,Townhouse,22/06/2024,2024-06-19,1149900.0,49.2811245,-122.8188685,"1140, Falcon Drive, Cassin, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 1X9, Canada"
R2884358,961000.0,2.0,2.0,"567 Clarke Rd, Coquitlam, BC, Canada",936.0,1.0,2249.0,982.0,2021.0,Condo,22/06/2024,2024-05-16,920000.0,49.262288,-122.889545,"RBC, 567, Clarke Road, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 0L1, Canada"
R2888587,721000.0,2.0,2.0,"1155 The High St, Coquitlam, BC, Canada",805.0,1.0,2043.0,917.0,2012.0,Condo,22/06/2024,2024-05-28,738800.0,49.2834853,-122.7959595,"The High Street, Hoy Creek Housing Coop, Harbour Village, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 7W3, Canada"
R2889871,976000.0,3.0,2.0,"2978 Whisper Way, Coquitlam, BC, Canada",1396.0,2.0,2777.0,715.0,2004.0,Townhouse,22/06/2024,2024-06-02,999000.0,49.296007,-122.7898998,"Whisper Way, Silver Springs, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 2Y9, Canada"
